"","nerr","nfault","system","iteration","wasted_effort_quality_fair","wasted_effort"
"7",1,2,1,4,0.333333333333333,2
"19",1,2,1,10,1,0
"35",1,2,2,8,0.214285714285714,5.5
"37",1,2,2,9,0.714285714285714,2
"77",1,2,4,9,1,0
"81",1,2,5,1,0.611111111111111,3.5
"91",1,2,5,6,0.777777777777778,2
"127",1,2,7,4,0.75,2.5
"131",1,2,7,6,0.85,1.5
"177",1,2,9,9,0.875,0.5
"189",1,2,10,5,0.9375,0.5
"195",1,2,10,8,0.6875,2.5
"271",1,2,14,6,0.916666666666667,0.5
"309",1,2,16,5,1,0
"311",1,2,16,6,0.5,1.5
"337",1,2,17,9,0.642857142857143,2.5
"387",1,2,20,4,1,0
"445",1,2,23,3,0.8,1
"477",1,2,24,9,0.75,1.5
"507",1,2,26,4,0.8,1
"527",1,2,27,4,1,0
"541",1,2,28,1,0.5,1.5
"585",1,2,30,3,1,0
"597",1,2,30,9,1,0
"603",1,2,31,2,0.95,0.5
"633",1,2,32,7,0.75,2
"671",1,2,34,6,1,0
"681",1,2,35,1,0.625,1.5
"727",1,2,37,4,0.8,2
"793",1,2,40,7,0.7,1.5
"835",1,2,42,8,0.95,0.5
"885",1,2,45,3,0.875,0.5
"949",1,2,48,5,0.95,0.5
"963",1,2,49,2,0.833333333333333,1.5
"977",1,2,49,9,0.777777777777778,2
"1003",1,2,51,2,1,0
"1097",1,2,55,9,1,0
"1133",1,2,57,7,0.875,1
"1205",1,2,61,3,0.666666666666667,1
"1317",1,2,66,9,0.277777777777778,6.5
"1333",1,2,67,7,0.888888888888889,1
"1345",1,2,68,3,0.916666666666667,0.5
"1373",1,2,69,7,0.75,2.5
"1433",1,2,72,7,1,0
"1665",1,2,84,3,1,0
"1673",1,2,84,7,1,0
"1681",1,2,85,1,1,0
"1691",1,2,85,6,0.95,0.5
"1713",1,2,86,7,1,0
"1833",1,2,92,7,0.722222222222222,2.5
"1853",1,2,93,7,0.9,1
"1923",1,2,97,2,1,0
"1925",1,2,97,3,0.714285714285714,2
"1959",1,2,98,10,1,0
"1975",1,2,99,8,1,0
"1995",1,2,100,8,0.8125,1.5
"2069",2,2,4,5,1,0
"2129",2,2,7,5,0.791666666666667,2.5
"2273",2,2,14,7,0.722222222222222,2.5
"2291",2,2,15,6,1,0
"2307",2,2,16,4,1,0
"2315",2,2,16,8,0.75,1
"2421",2,2,22,1,1,0
"2577",2,2,29,9,0.807692307692308,2.5
"2633",2,2,32,7,0.807692307692308,2.5
"2639",2,2,32,10,0.875,1.5
"2645",2,2,33,3,0.772727272727273,2.5
"2685",2,2,35,3,1,0
"2805",2,2,41,3,1,0
"2807",2,2,41,4,0.928571428571429,1
"2827",2,2,42,4,1,0
"3031",2,2,52,6,1,0
"3117",2,2,56,9,0.5,2.5
"3127",2,2,57,4,0.892857142857143,1.5
"3131",2,2,57,6,0.576923076923077,5.5
"3235",2,2,62,8,1,0
"3293",2,2,65,7,1,0
"3757",2,2,88,9,0.625,1.5
"3805",2,2,91,3,0.833333333333333,2.5
"3937",2,2,97,9,0.65,3.5
"4189",3,2,10,5,0.791666666666667,2.5
"4457",3,2,23,9,0.875,1
"4561",3,2,29,1,0.526315789473684,9
"5107",3,2,56,4,0.875,1
"5119",3,2,56,10,0.916666666666667,0.5
"5125",3,2,57,3,0.761904761904762,5
"5305",3,2,66,3,0.947368421052632,1
"5541",3,2,78,1,0.966666666666667,0.5
"5907",3,2,96,4,0.566666666666667,6.5
"6299",4,2,15,10,0.857142857142857,4
"6703",4,2,36,2,0.619047619047619,8
"6771",4,2,39,6,0.480769230769231,13.5
"6831",4,2,42,6,0.916666666666667,0.5
"6861",4,2,44,1,0.875,1.5
"7267",4,2,64,4,0.970588235294118,0.5
"7471",4,2,74,6,0.9375,0.5
"7741",4,2,88,1,0.390625,19.5
"7743",4,2,88,2,0.888888888888889,4
"7749",4,2,88,5,0.866666666666667,4
"7755",4,2,88,8,0.8125,6
"7761",4,2,89,1,0.777777777777778,6
"7935",4,2,97,8,0.681818181818182,3.5
"8203",5,2,11,2,0.9,1
"8207",5,2,11,4,0.909090909090909,1
"8829",5,2,42,5,0.857142857142857,1
"8839",5,2,42,10,0.555555555555556,4
"8909",5,2,46,5,0.72,7
"8941",5,2,48,1,1,0
"9177",5,2,59,9,0.928571428571429,1
"9941",5,2,98,1,0.5,4
"10221",6,2,12,1,0.976190476190476,0.5
"10247",6,2,13,4,0.590909090909091,4.5
"10761",6,2,39,1,0.96,1
"10807",6,2,41,4,0.638888888888889,6.5
"10811",6,2,41,6,0.823529411764706,3
"10813",6,2,41,7,0.944444444444444,1
"10817",6,2,41,9,0.361111111111111,11.5
"10869",6,2,44,5,0.862068965517241,4
"10871",6,2,44,6,0.611111111111111,10.5
"10873",6,2,44,7,0.96,1
"11101",6,2,56,1,0.923076923076923,1
"11109",6,2,56,5,0.961538461538462,0.5
"11111",6,2,56,6,0.928571428571429,1
"11119",6,2,56,10,0.708333333333333,3.5
"11145",6,2,58,3,0.125,14
"11459",6,2,73,10,0.8,2
"11941",6,2,98,1,0.982142857142857,0.5
"11947",6,2,98,4,0.885714285714286,4
"12053",7,2,3,7,0.612903225806452,12
"12107",7,2,6,4,0.416666666666667,10.5
"12117",7,2,6,9,0.444444444444444,10
"12367",7,2,19,4,0.9375,1
"12373",7,2,19,7,0.923076923076923,1
"12379",7,2,19,10,0.923076923076923,1
"12737",7,2,37,9,1,0
"12865",7,2,44,3,0.96875,1
"12867",7,2,44,4,0.871428571428571,4.5
"12869",7,2,44,5,0.441176470588235,19
"12879",7,2,44,10,0.611111111111111,10.5
"12963",7,2,49,2,0.789473684210526,4
"13117",7,2,56,9,0.673076923076923,8.5
"13245",7,2,63,3,0.722222222222222,7.5
"13247",7,2,63,4,0.758064516129032,7.5
"13421",7,2,72,1,0.441176470588235,9.5
"13433",7,2,72,7,0.533333333333333,7
"13437",7,2,72,9,0.176470588235294,14
"13767",7,2,89,4,0.914285714285714,3
"13771",7,2,89,6,0.911764705882353,3
"13779",7,2,89,10,0.970588235294118,1
"13895",7,2,95,8,0.925925925925926,2
"14249",8,2,13,5,0.978260869565217,1
"14251",8,2,13,6,0.979591836734694,1
"14259",8,2,13,10,0.978260869565217,1
"14449",8,2,23,5,0.897727272727273,4.5
"14855",8,2,43,8,0.576923076923077,5.5
"15379",8,2,69,10,0.84375,2.5
"15981",8,2,100,1,0.96551724137931,1
"15987",8,2,100,4,0.844827586206897,4.5
"15995",8,2,100,8,0.733333333333333,8
"15997",8,2,100,9,0.962962962962963,1
"16123",9,2,7,2,0.923913043478261,3.5
"16137",9,2,7,9,0.975,1
"16139",9,2,7,10,0.977272727272727,1
"16347",9,2,18,4,0.948275862068966,1.5
"16349",9,2,18,5,0.516129032258065,15
"16359",9,2,18,10,0.258620689655172,21.5
"16589",9,2,30,5,0.945945945945946,2
"17083",9,2,55,2,0.545454545454545,5
"17087",9,2,55,4,0.9,1
"17095",9,2,55,8,0.625,4.5
"17097",9,2,55,9,0.884615384615385,1.5
"18017",1,3,1,9,0.916666666666667,0.5
"18041",1,3,3,1,0.833333333333333,1
"18045",1,3,3,3,1,0
"18047",1,3,3,4,0.333333333333333,4
"18067",1,3,4,4,0.6,4
"18071",1,3,4,6,1,0
"18089",1,3,5,5,0.95,0.5
"18097",1,3,5,9,0.8,2
"18107",1,3,6,4,0.625,3
"18131",1,3,7,6,0.785714285714286,1.5
"18135",1,3,7,8,0.9375,0.5
"18163",1,3,9,2,1,0
"18175",1,3,9,8,0.5,3.5
"18179",1,3,9,10,1,0
"18199",1,3,10,10,0.9,1
"18227",1,3,12,4,1,0
"18249",1,3,13,5,1,0
"18253",1,3,13,7,1,0
"18283",1,3,15,2,0.6875,2.5
"18287",1,3,15,4,0.875,1
"18311",1,3,16,6,0.6,2
"18349",1,3,18,5,0.916666666666667,0.5
"18361",1,3,19,1,0.8125,1.5
"18371",1,3,19,6,0.875,1
"18375",1,3,19,8,0.9375,0.5
"18387",1,3,20,4,0.95,0.5
"18433",1,3,22,7,0.8125,1.5
"18497",1,3,25,9,1,0
"18551",1,3,28,6,1,0
"18559",1,3,28,10,0.35,6.5
"18607",1,3,31,4,0.9375,0.5
"18613",1,3,31,7,1,0
"18615",1,3,31,8,0.8125,1.5
"18621",1,3,32,1,0.777777777777778,2
"18627",1,3,32,4,0.8125,1.5
"18639",1,3,32,10,0.777777777777778,2
"18711",1,3,36,6,0.833333333333333,1
"18713",1,3,36,7,0.75,1.5
"18739",1,3,37,10,0.875,0.5
"18755",1,3,38,8,0.428571428571429,4
"18783",1,3,40,2,1,0
"18787",1,3,40,4,0.4375,4.5
"18799",1,3,40,10,0.9375,0.5
"18801",1,3,41,1,0.666666666666667,3
"18837",1,3,42,9,0.375,5
"18845",1,3,43,3,0.642857142857143,2.5
"18861",1,3,44,1,0.95,0.5
"18871",1,3,44,6,1,0
"18885",1,3,45,3,0.3125,5.5
"18891",1,3,45,6,0.1875,6.5
"18897",1,3,45,9,0.8125,1.5
"18901",1,3,46,1,0.5625,3.5
"18907",1,3,46,4,0.875,1
"18925",1,3,47,3,0.5,1.5
"18927",1,3,47,4,1,0
"18939",1,3,47,10,1,0
"18955",1,3,48,8,0.7,1.5
"18963",1,3,49,2,0.571428571428571,3
"18965",1,3,49,3,0.285714285714286,5
"18991",1,3,50,6,0.3,7
"18997",1,3,50,9,1,0
"19033",1,3,52,7,0.714285714285714,2
"19037",1,3,52,9,0.5,3.5
"19057",1,3,53,9,0.642857142857143,2.5
"19061",1,3,54,1,0.5,4
"19081",1,3,55,1,0.833333333333333,1.5
"19085",1,3,55,3,0.944444444444444,0.5
"19107",1,3,56,4,0.75,1
"19125",1,3,57,3,1,0
"19127",1,3,57,4,0.95,0.5
"19145",1,3,58,3,0.666666666666667,2
"19147",1,3,58,4,0.666666666666667,2
"19167",1,3,59,4,0.875,0.5
"19201",1,3,61,1,0.666666666666667,3
"19237",1,3,62,9,0.928571428571429,0.5
"19245",1,3,63,3,0.583333333333333,2.5
"19277",1,3,64,9,0.722222222222222,2.5
"19295",1,3,65,8,1,0
"19303",1,3,66,2,0.833333333333333,0.5
"19333",1,3,67,7,0.8125,1.5
"19345",1,3,68,3,0.65,3.5
"19355",1,3,68,8,0.75,2.5
"19361",1,3,69,1,0.785714285714286,1.5
"19379",1,3,69,10,0.785714285714286,1.5
"19387",1,3,70,4,0.833333333333333,1
"19391",1,3,70,6,0.75,1.5
"19403",1,3,71,2,0.833333333333333,0.5
"19421",1,3,72,1,1,0
"19429",1,3,72,5,0.833333333333333,0.5
"19491",1,3,75,6,0.875,1
"19525",1,3,77,3,0.8,1
"19553",1,3,78,7,0.5,2
"19559",1,3,78,10,0.75,1
"19599",1,3,80,10,0.625,1.5
"19665",1,3,84,3,0.75,1
"19667",1,3,84,4,0.875,0.5
"19677",1,3,84,9,0.875,0.5
"19679",1,3,84,10,1,0
"19683",1,3,85,2,0.714285714285714,2
"19689",1,3,85,5,1,0
"19693",1,3,85,7,0.857142857142857,1
"19707",1,3,86,4,1,0
"19727",1,3,87,4,0.6875,2.5
"19819",1,3,91,10,0.625,1.5
"19851",1,3,93,6,0.928571428571429,0.5
"19861",1,3,94,1,1,0
"19885",1,3,95,3,1,0
"19891",1,3,95,6,0.125,7
"19923",1,3,97,2,1,0
"19945",1,3,98,3,0.8,1
"19949",1,3,98,5,0.8,1
"19965",1,3,99,3,1,0
"19983",1,3,100,2,1,0
"19997",1,3,100,9,1,0
"20177",2,3,9,9,0.777777777777778,4
"20181",2,3,10,1,1,0
"20263",2,3,14,2,1,0
"20281",2,3,15,1,0.75,2.5
"20299",2,3,15,10,0.727272727272727,3
"20325",2,3,17,3,0.772727272727273,2.5
"20427",2,3,22,4,0.461538461538462,7
"20531",2,3,27,6,0.863636363636364,1.5
"20549",2,3,28,5,0.735294117647059,4.5
"20551",2,3,28,6,0.65625,5.5
"20631",2,3,32,6,1,0
"20697",2,3,35,9,0.785714285714286,1.5
"20705",2,3,36,3,0.65,3.5
"20711",2,3,36,6,0.8,2
"20803",2,3,41,2,1,0
"20819",2,3,41,10,0.888888888888889,2
"20825",2,3,42,3,0.136363636363636,9.5
"20839",2,3,42,10,0.944444444444444,0.5
"20855",2,3,43,8,0.590909090909091,4.5
"20865",2,3,44,3,0.861111111111111,2.5
"20973",2,3,49,7,0.541666666666667,5.5
"20989",2,3,50,5,0.916666666666667,1.5
"21055",2,3,53,8,1,0
"21071",2,3,54,6,0.821428571428571,2.5
"21079",2,3,54,10,0.384615384615385,8
"21101",2,3,56,1,0.3,3.5
"21105",2,3,56,3,0.666666666666667,2
"21123",2,3,57,2,1,0
"21195",2,3,60,8,0.708333333333333,3.5
"21251",2,3,63,6,1,0
"21303",2,3,66,2,0.625,1.5
"21335",2,3,67,8,0.5,6.5
"21391",2,3,70,6,0.4,6
"21453",2,3,73,7,1,0
"21475",2,3,74,8,0.166666666666667,7.5
"21477",2,3,74,9,1,0
"21523",2,3,77,2,0.928571428571429,0.5
"21533",2,3,77,7,0.5,4
"21535",2,3,77,8,1,0
"21547",2,3,78,4,1,0
"21575",2,3,79,8,0.642857142857143,2.5
"21603",2,3,81,2,0.625,3
"21629",2,3,82,5,1,0
"21685",2,3,85,3,0.833333333333333,2
"21715",2,3,86,8,0.653846153846154,4.5
"21717",2,3,86,9,0.766666666666667,3.5
"21777",2,3,89,9,0.5,6.5
"21823",2,3,92,2,0.678571428571429,4.5
"21883",2,3,95,2,1,0
"21973",2,3,99,7,1,0
"22059",3,3,3,10,1,0
"22089",3,3,5,5,1,0
"22141",3,3,8,1,0.875,1
"22143",3,3,8,2,0.875,1
"22195",3,3,10,8,0.880952380952381,2.5
"22211",3,3,11,6,0.941176470588235,1
"22269",3,3,14,5,0.4,3
"22275",3,3,14,8,0.416666666666667,3.5
"22329",3,3,17,5,0.722222222222222,5
"22369",3,3,19,5,0.571428571428571,6
"22427",3,3,22,4,0.666666666666667,2
"22503",3,3,26,2,0.375,2.5
"22565",3,3,29,3,0.666666666666667,3
"22623",3,3,32,2,0.8125,1.5
"22719",3,3,36,10,0.666666666666667,5
"22751",3,3,38,6,0.541666666666667,5.5
"22761",3,3,39,1,0.75,1.5
"22763",3,3,39,2,0.666666666666667,2
"22769",3,3,39,5,0.375,2.5
"22773",3,3,39,7,0.571428571428571,3
"22779",3,3,39,10,0.571428571428571,3
"22791",3,3,40,6,0.733333333333333,4
"22795",3,3,40,8,0.923076923076923,1
"22797",3,3,40,9,0.958333333333333,0.5
"22865",3,3,44,3,0.875,2
"22973",3,3,49,7,0.75,5
"22993",3,3,50,7,0.0263157894736842,18.5
"23037",3,3,52,9,0.425,11.5
"23041",3,3,53,1,0.6875,5
"23063",3,3,54,2,0.775,4.5
"23069",3,3,54,5,0.277777777777778,13
"23075",3,3,54,8,0.684210526315789,6
"23103",3,3,56,2,0.75,1.5
"23281",3,3,65,1,0.625,1.5
"23311",3,3,66,6,0.6,2
"23331",3,3,67,6,0.763157894736842,4.5
"23333",3,3,67,7,0.977272727272727,0.5
"23341",3,3,68,1,0.91304347826087,2
"23345",3,3,68,3,0.727272727272727,6
"23361",3,3,69,1,0.59375,6.5
"23385",3,3,70,3,0.973684210526316,0.5
"23397",3,3,70,9,0.529411764705882,8
"23433",3,3,72,7,0.8,3
"23489",3,3,75,5,0.692307692307692,4
"23513",3,3,76,7,0.583333333333333,2.5
"23527",3,3,77,4,0.875,1
"23545",3,3,78,3,1,0
"23547",3,3,78,4,0.333333333333333,4
"23577",3,3,79,9,1,0
"23593",3,3,80,7,0.9375,0.5
"23597",3,3,80,9,0.785714285714286,1.5
"23609",3,3,81,5,0.7,6
"23719",3,3,86,10,0.766666666666667,3.5
"23757",3,3,88,9,0.880952380952381,2.5
"23779",3,3,89,10,0.479166666666667,12.5
"23801",3,3,91,1,0.3,3.5
"23803",3,3,91,2,0.571428571428571,3
"23969",3,3,99,5,0.789473684210526,4
"24013",4,3,1,7,0.7,3
"24023",4,3,2,2,0.928571428571429,1
"24105",4,3,6,3,0.5,4.5
"24115",4,3,6,8,0.545454545454545,5
"24141",4,3,8,1,0.888888888888889,1
"24175",4,3,9,8,0.944444444444444,1.5
"24191",4,3,10,6,0.675,6.5
"24195",4,3,10,8,0.7,4.5
"24197",4,3,10,9,0.973684210526316,0.5
"24201",4,3,11,1,0.529411764705882,8
"24205",4,3,11,3,0.722222222222222,5
"24209",4,3,11,5,0.972222222222222,0.5
"24217",4,3,11,9,0.972222222222222,0.5
"24221",4,3,12,1,0.625,4.5
"24227",4,3,12,4,0.392857142857143,8.5
"24229",4,3,12,5,0.75,4
"24231",4,3,12,6,0.785714285714286,3
"24233",4,3,12,7,0.958333333333333,0.5
"24235",4,3,12,8,0.615384615384615,5
"24239",4,3,12,10,0.964285714285714,0.5
"24247",4,3,13,4,0.410714285714286,16.5
"24255",4,3,13,8,0.979166666666667,0.5
"24279",4,3,14,10,0.857142857142857,1
"24297",4,3,15,9,0.90625,1.5
"24329",4,3,17,5,0.409090909090909,6.5
"24331",4,3,17,6,0.384615384615385,8
"24379",4,3,19,10,0.966666666666667,1
"24473",4,3,24,7,1,0
"24573",4,3,29,7,0.804347826086957,4.5
"24593",4,3,30,7,0.416666666666667,3.5
"24619",4,3,31,10,0.947368421052632,1
"24667",4,3,34,4,0.681818181818182,3.5
"24767",4,3,39,4,0.571428571428571,3
"24771",4,3,39,6,0.5,3
"24787",4,3,40,4,0.857142857142857,2
"24849",4,3,43,5,0.947368421052632,1
"24883",4,3,45,2,0.75,2
"24907",4,3,46,4,0.75,3
"24909",4,3,46,5,0.8,2
"24911",4,3,46,6,0.727272727272727,3
"24913",4,3,46,7,0.458333333333333,6.5
"24915",4,3,46,8,0.75,2.5
"24919",4,3,46,10,0.458333333333333,6.5
"24995",4,3,50,8,0.5,8
"25005",4,3,51,3,0.727272727272727,6
"25051",4,3,53,6,0.6,2
"25089",4,3,55,5,0.785714285714286,6
"25197",4,3,60,9,0.75,2.5
"25271",4,3,64,6,0.725806451612903,8.5
"25317",4,3,66,9,0.25,4.5
"25353",4,3,68,7,0.95,1
"25379",4,3,69,10,0.95,1.5
"25381",4,3,70,1,0.8,3
"25385",4,3,70,3,0.966666666666667,0.5
"25399",4,3,70,10,0.366666666666667,9.5
"25403",4,3,71,2,0.5,5
"25411",4,3,71,6,0.75,2.5
"25491",4,3,75,6,0.625,3
"25507",4,3,76,4,0.714285714285714,2
"25539",4,3,77,10,0.96875,0.5
"25675",4,3,84,8,0.636363636363636,8
"25803",4,3,91,2,0.5,4
"25807",4,3,91,4,0.9375,0.5
"25863",4,3,94,2,0.5,7
"25871",4,3,94,6,1,0
"25903",4,3,96,2,0.6875,7.5
"25925",4,3,97,3,0.78125,3.5
"25945",4,3,98,3,0.894736842105263,2
"25961",4,3,99,1,0.433333333333333,8.5
"25985",4,3,100,3,0.642857142857143,2.5
"26001",5,3,1,1,0.806451612903226,6
"26025",5,3,2,3,0.75,1.5
"26089",5,3,5,5,0.770833333333333,5.5
"26157",5,3,8,9,0.671875,10.5
"26173",5,3,9,7,0.625,12
"26237",5,3,12,9,0.5,5.5
"26263",5,3,14,2,0.909090909090909,1
"26265",5,3,14,3,0.6,4
"26331",5,3,17,6,1,0
"26427",5,3,22,4,0.671875,10.5
"26441",5,3,23,1,0.757575757575758,8
"26443",5,3,23,2,0.776315789473684,8.5
"26451",5,3,23,6,0.53030303030303,15.5
"26453",5,3,23,7,0.828571428571429,6
"26455",5,3,23,8,0.984375,0.5
"26457",5,3,23,9,0.757575757575758,8
"26503",5,3,26,2,1,0
"26535",5,3,27,8,0.911764705882353,1.5
"26539",5,3,27,10,0.777777777777778,4
"26549",5,3,28,5,1,0
"26691",5,3,35,6,0.4,12
"26709",5,3,36,5,0.25,15
"26773",5,3,39,7,0.888888888888889,1
"26859",5,3,43,10,0.847826086956522,3.5
"26901",5,3,46,1,1,0
"27059",5,3,53,10,0.222222222222222,21
"27087",5,3,55,4,0.931818181818182,1.5
"27165",5,3,59,3,0.972222222222222,0.5
"27185",5,3,60,3,0.333333333333333,8
"27201",5,3,61,1,0.75,8
"27209",5,3,61,5,0.787878787878788,7
"27213",5,3,61,7,1,0
"27223",5,3,62,2,0.636363636363636,4
"27239",5,3,62,10,0.55,4.5
"27323",5,3,67,2,0.9,3
"27517",5,3,76,9,0.5,3.5
"27579",5,3,79,10,0.907407407407407,2.5
"27585",5,3,80,3,0.85,3
"27607",5,3,81,4,0.833333333333333,2.5
"27611",5,3,81,6,0.833333333333333,2
"27665",5,3,84,3,0.321428571428571,9.5
"27763",5,3,89,2,0.583333333333333,5
"27765",5,3,89,3,0.25,10.5
"27767",5,3,89,4,0.615384615384615,5
"27779",5,3,89,10,0.916666666666667,1
"27783",5,3,90,2,0.931034482758621,2
"27801",5,3,91,1,0.285714285714286,5
"27811",5,3,91,6,0.9375,0.5
"27841",5,3,93,1,0.90625,3
"27853",5,3,93,7,0.72,7
"27855",5,3,93,8,0.625,10.5
"27859",5,3,93,10,0.5,16
"27885",5,3,95,3,0.928571428571429,2.5
"27949",5,3,98,5,0.909090909090909,2
"27951",5,3,98,6,0.952380952380952,1
"28009",6,3,1,5,0.315789473684211,26
"28091",6,3,5,6,0.583333333333333,2.5
"28113",6,3,6,7,0.555555555555556,4
"28165",6,3,9,3,0.620689655172414,11
"28223",6,3,12,2,0.909090909090909,1
"28235",6,3,12,8,0.666666666666667,3
"28237",6,3,12,9,0.35,6.5
"28241",6,3,13,1,0.861111111111111,2.5
"28245",6,3,13,3,0.735294117647059,4.5
"28247",6,3,13,4,0.95,1
"28255",6,3,13,8,0.6875,5
"28361",6,3,19,1,0.659090909090909,7.5
"28403",6,3,21,2,1,0
"28417",6,3,21,9,0.87037037037037,3.5
"28611",6,3,31,6,0.720588235294118,9.5
"28619",6,3,31,10,0.863636363636364,4.5
"28639",6,3,32,10,0.673076923076923,8.5
"28793",6,3,40,7,0.924242424242424,2.5
"28837",6,3,42,9,0.40625,9.5
"28849",6,3,43,5,0.53125,15
"28851",6,3,43,6,0.672413793103448,9.5
"28881",6,3,45,1,0.458333333333333,19.5
"28885",6,3,45,3,0.75,8
"28889",6,3,45,5,0.972972972972973,1
"28893",6,3,45,7,0.970588235294118,1
"28897",6,3,45,9,0.916666666666667,3
"28915",6,3,46,8,0.525,9.5
"28945",6,3,48,3,1,0
"29075",6,3,54,8,0.442307692307692,14.5
"29201",6,3,61,1,0.857142857142857,3
"29213",6,3,61,7,0.568181818181818,9.5
"29215",6,3,61,8,0.575,8.5
"29231",6,3,62,6,1,0
"29297",6,3,65,9,0.666666666666667,5
"29349",6,3,68,5,0.6,6
"29391",6,3,70,6,0.879310344827586,3.5
"29399",6,3,70,10,1,0
"29403",6,3,71,2,0.846153846153846,2
"29461",6,3,74,1,0.852941176470588,2.5
"29481",6,3,75,1,0.964285714285714,1
"29661",6,3,84,1,0.972222222222222,0.5
"29667",6,3,84,4,0.944444444444444,1
"29669",6,3,84,5,0.368421052631579,12
"29673",6,3,84,7,0.735294117647059,4.5
"29677",6,3,84,9,0.552631578947368,8.5
"29773",6,3,89,7,0.944444444444444,2
"29823",6,3,92,2,1,0
"29843",6,3,93,2,0.76,6
"29853",6,3,93,7,0.458333333333333,13
"29857",6,3,93,9,0.84,4
"29863",6,3,94,2,0.6875,10
"29891",6,3,95,6,0.7,9
"29901",6,3,96,1,1,0
"29907",6,3,96,4,0.785714285714286,1.5
"29941",6,3,98,1,0.82,4.5
"29943",6,3,98,2,0.34,16.5
"29953",6,3,98,7,0.82,4.5
"29955",6,3,98,8,0.5,11
"29957",6,3,98,9,0.722222222222222,7.5
"30161",7,3,9,1,0.827586206896552,5
"30163",7,3,9,2,0.666666666666667,11
"30165",7,3,9,3,0.918918918918919,3
"30167",7,3,9,4,0.538461538461538,18
"30169",7,3,9,5,0.976744186046512,1
"30179",7,3,9,10,0.909090909090909,3
"30193",7,3,10,7,0.914634146341463,3.5
"30197",7,3,10,9,1,0
"30201",7,3,11,1,0.6,4
"30461",7,3,24,1,0.6,4
"30465",7,3,24,3,0.181818181818182,9
"30469",7,3,24,5,0.576923076923077,5.5
"30473",7,3,24,7,0.7,3
"30477",7,3,24,9,0.944444444444444,0.5
"30479",7,3,24,10,0.909090909090909,1
"30593",7,3,30,7,0.621212121212121,12.5
"30663",7,3,34,2,1,0
"30705",7,3,36,3,0.5,6
"30717",7,3,36,9,0.85,1.5
"30767",7,3,39,4,0.333333333333333,8
"30827",7,3,42,4,0.596153846153846,10.5
"30829",7,3,42,5,0.947368421052632,1
"30835",7,3,42,8,0.404761904761905,12.5
"30837",7,3,42,9,0.613636363636364,8.5
"30841",7,3,43,1,0.545454545454545,5
"30925",7,3,47,3,0.370967741935484,19.5
"30961",7,3,49,1,0.5,16.5
"30965",7,3,49,3,0.676470588235294,11
"30971",7,3,49,6,0.971428571428571,1
"30973",7,3,49,7,0.878787878787879,4
"30975",7,3,49,8,0.96969696969697,1
"30977",7,3,49,9,0.367647058823529,21.5
"30979",7,3,49,10,0.666666666666667,12
"30997",7,3,50,9,0.919354838709677,2.5
"31163",7,3,59,2,0.545454545454545,5
"31177",7,3,59,9,0.5,7
"31203",7,3,61,2,0.774193548387097,7
"31209",7,3,61,5,0.516666666666667,14.5
"31211",7,3,61,6,0.758064516129032,7.5
"31215",7,3,61,8,0.303571428571429,19.5
"31219",7,3,61,10,0.903225806451613,3
"31587",7,3,80,4,0.638888888888889,6.5
"31617",7,3,81,9,0.942307692307692,1.5
"31621",7,3,82,1,0.9,3.5
"31655",7,3,83,8,0.807692307692308,7.5
"31675",7,3,84,8,0.72972972972973,10
"31695",7,3,85,8,0.512820512820513,19
"31911",7,3,96,6,0.879310344827586,3.5
"31971",7,3,99,6,0.483333333333333,15.5
"32161",8,3,9,1,0.25,7.5
"32165",8,3,9,3,0.892857142857143,1.5
"32167",8,3,9,4,0.25,9
"32169",8,3,9,5,0.636363636363636,4
"32173",8,3,9,7,0.916666666666667,1
"32175",8,3,9,8,0.95,0.5
"32179",8,3,9,10,0.55,4.5
"32183",8,3,10,2,0.6125,15.5
"32193",8,3,10,7,0.858974358974359,5.5
"32207",8,3,11,4,0.603448275862069,11.5
"32359",8,3,18,10,0.931818181818182,1.5
"32363",8,3,19,2,0.796296296296296,5.5
"32367",8,3,19,4,0.9,3
"32371",8,3,19,6,0.672413793103448,9.5
"32373",8,3,19,7,0.814814814814815,5
"32375",8,3,19,8,0.96551724137931,1
"32387",8,3,20,4,0.85,4.5
"32507",8,3,26,4,0.357142857142857,22.5
"32705",8,3,36,3,0.555555555555556,12
"32809",8,3,41,5,0.590909090909091,4.5
"32829",8,3,42,5,0.535714285714286,13
"32847",8,3,43,4,0.977777777777778,1
"32855",8,3,43,8,0.911111111111111,4
"32861",8,3,44,1,0.633333333333333,11
"32869",8,3,44,5,0.85,4.5
"33047",8,3,53,4,0.648648648648649,13
"33057",8,3,53,9,0.916666666666667,3
"33169",8,3,59,5,0.6,10
"33215",8,3,61,8,0.863636363636364,1.5
"33223",8,3,62,2,1,0
"33369",8,3,69,5,1,0
"33453",8,3,73,7,0.815789473684211,3.5
"33493",8,3,75,7,0.928571428571429,2.5
"33561",8,3,79,1,0.80952380952381,4
"33567",8,3,79,4,0.826086956521739,4
"33573",8,3,79,7,0.75,5.5
"33579",8,3,79,10,0.972222222222222,0.5
"33605",8,3,81,3,0.958333333333333,0.5
"33613",8,3,81,7,0.958333333333333,0.5
"33617",8,3,81,9,0.681818181818182,3.5
"33809",8,3,91,5,0.706896551724138,8.5
"33829",8,3,92,5,0.916666666666667,1.5
"33837",8,3,92,9,0.588235294117647,7
"33853",8,3,93,7,0.92,4
"33871",8,3,94,6,0.758064516129032,7.5
