"","avg_card","date","duration","generator","iteration","perc_minimal","size","r"
"250",517.810810810811,"2014-May-25 22:55:40",30000558,"Baseline",51,0,37,5
"251",42.615585836653,"2014-May-25 22:53:40",30000763,"Opts 1-2",49,0.971379233702064,58489,5
"252",41,"2014-May-25 22:56:07",30000585,"Heuristic",52,1,39,5
"253",41,"2014-May-25 22:56:25",30008899,"Opt 1",52,1,39,5
"254",559.466666666667,"2014-May-25 22:56:37",30000642,"Baseline",52,0,45,5
"255",43.8122071045292,"2014-May-25 22:54:18",30010418,"Opts 1-3",50,0.992637793603375,70631,5
"256",43,"2014-May-25 22:57:08",30000545,"Heuristic",53,1,50,5
"257",43.8057752006091,"2014-May-25 22:54:50",30000133,"Opts 1-2",50,0.993000644292157,68292,5
"258",43,"2014-May-25 22:57:38",30000583,"Opt 1",53,1,50,5
"259",533.58,"2014-May-25 22:57:52",30000648,"Baseline",53,0,50,5
"260",43.7384949047803,"2014-May-25 22:55:29",30019195,"Opts 1-3",51,0.994206601503313,67318,5
"261",41.9961442036114,"2014-May-25 22:56:02",30017528,"Opts 1-3",52,0.987528164767859,63022,5
"262",43.7378913985379,"2014-May-25 22:55:35",30000578,"Opts 1-2",51,0.994193231392284,67163,5
"263",41.9961401000715,"2014-May-25 22:56:10",30012291,"Opts 1-2",52,0.98751489158923,62955,5
"264",44,"2014-May-25 22:58:23",30000629,"Heuristic",54,1,34,5
"265",43.8299242892187,"2014-May-25 22:56:56",30004341,"Opts 1-3",53,0.98976404355576,56663,5
"266",44,"2014-May-25 22:58:42",30000565,"Opt 1",54,1,34,5
"267",591.488372093023,"2014-May-25 22:58:44",30001269,"Baseline",54,0,43,5
"268",43,"2014-May-25 22:58:53",30000534,"Heuristic",55,1,46,5
"269",43,"2014-May-25 22:59:12",30000631,"Opt 1",55,1,46,5
"270",539.77358490566,"2014-May-25 22:59:14",30000563,"Baseline",55,0,53,5
"271",43.8520003071489,"2014-May-25 22:57:27",30000371,"Opts 1-2",53,0.990370882285188,65115,5
"272",41,"2014-May-25 22:59:42",30000531,"Heuristic",56,1,58,5
"273",41,"2014-May-25 23:00:03",30001310,"Opt 1",56,1,58,5
"274",534.05,"2014-May-25 23:00:13",30000540,"Baseline",56,0,40,5
"275",45.1000696432717,"2014-May-25 22:58:08",30004597,"Opts 1-3",54,0.985823725141221,64615,5
"276",42,"2014-May-25 23:00:43",30000531,"Heuristic",57,1,36,5
"277",45.1071445022802,"2014-May-25 22:58:36",30003001,"Opts 1-2",54,0.985781626667895,65127,5
"278",42,"2014-May-25 23:01:13",30000602,"Opt 1",57,1,36,5
"279",507.365384615385,"2014-May-25 23:01:27",30000757,"Baseline",57,0,52,5
"280",42,"2014-May-25 23:01:57",30000592,"Heuristic",58,1,43,5
"281",41.9967892614334,"2014-May-25 22:59:23",30007258,"Opts 1-3",56,0.987021653143526,103403,5
"282",41.9967613863608,"2014-May-25 22:59:45",30003502,"Opts 1-2",56,0.986977261420503,102513,5
"283",43.9967174227174,"2014-May-25 22:58:51",30003757,"Opts 1-3",55,0.99657542828028,119723,5
"284",42,"2014-May-25 23:03:04",30000680,"Opt 1",58,1,43,5
"285",43.9966157158235,"2014-May-25 22:59:12",30000107,"Opts 1-2",55,0.996589881593111,116125,5
"286",597.863636363636,"2014-May-25 23:03:22",30000597,"Baseline",58,0,44,5
"287",42,"2014-May-25 23:03:34",30000595,"Heuristic",59,0.91304347826087,46,5
"288",42,"2014-May-25 23:03:53",30000609,"Opt 1",59,0.91304347826087,46,5
"289",42.9969375567828,"2014-May-25 23:00:34",30005412,"Opts 1-3",57,0.967701432202611,97961,5
"290",42.9951020408163,"2014-May-25 23:01:43",30004636,"Opts 1-3",58,0.983358395989975,69825,5
"291",538.725490196078,"2014-May-25 23:04:04",30000635,"Baseline",59,0,51,5
"292",42.9969266073843,"2014-May-25 23:00:59",30006280,"Opts 1-2",57,0.967647420399131,97612,5
"293",43.9807692307692,"2014-May-25 23:04:24",30000654,"Heuristic",60,1,52,5
"294",43.9807692307692,"2014-May-25 23:04:34",30001025,"Opt 1",60,1,52,5
"295",553.607142857143,"2014-May-25 23:04:48",30001163,"Baseline",60,0,56,5
"296",42.9951571106926,"2014-May-25 23:02:27",30014039,"Opts 1-2",58,0.983403899800337,70619,5
"297",42,"2014-May-25 23:05:04",30001421,"Heuristic",61,1,36,5
"298",42,"2014-May-25 23:05:20",30000993,"Opt 1",61,1,36,5
"299",510,"2014-May-25 23:05:35",30000541,"Baseline",61,0,41,5
"300",44.5978229202532,"2014-May-25 23:04:23",30004209,"Opts 1-3",60,0.94366607516487,37757,5
"301",44.5982060169873,"2014-May-25 23:04:33",30001339,"Opts 1-2",60,0.94366681660625,37793,5
"302",40.98,"2014-May-25 23:06:05",30000545,"Heuristic",62,1,50,5
"303",40.98,"2014-May-25 23:06:31",30009448,"Opt 1",62,1,50,5
"304",533.9,"2014-May-25 23:06:35",30000533,"Baseline",62,0,40,5
"305",43.0573066357559,"2014-May-25 23:04:54",30011461,"Opts 1-3",61,0.994998173936516,62977,5
